"","J001-0h","J001-ctrl","J001-acggm","J011-0h","J011-ctrl","J011-acggm","J014-0h","J014-ctrl","J014-acggm","J016-0h","J016-ctrl","J016-acggm","J018-0h","J018-ctrl","J018-acggm","J020-0h","J020-ctrl","J020-acggm","J021-0h","J021-ctrl","J021-acggm","J022-0h","J022-ctrl","J022-acggm"
"MAG001",0.07753926,0.008833337,0.008078557,0.010732533,0.0033216674,0.003187978,0.007995119,0.0028204957,0.0019302912,0.052842014,0.018111251,0.015313957,0.0030799333,0.0010884837,0,0.090897426,0.03167048,0.029763913,0.03066614,0.00817851,0.009954595,0.0063215373,0.0013275947,0.0009810241
"MAG002",0.02682861,0.0031665948,0.0021141288,0.0039366377,0.00072611857,0,0.003255836,0.000841741,0,0,0,0,0,0,0,0.012175262,0.0042917496,0.0025067402,0.0034657698,0.00059581007,0.0006577517,0.0012930537,0,0
"MAG003",0.0633814,0.0045964485,0.0051595895,0.0055602817,0,0,0.01077241,0.0010199219,0.0007564159,0.046874125,0.0041107787,0.0028038674,0,0,0,0.08606798,0.0037012275,0.002483774,0.052204207,0.0016619156,0.002111239,0.001229363,0,0
"MAG004",0.12808892,0.017094161,0.009741743,0,0,0,0,0,0,0.01821386,0.0031062718,0.0019461112,0,0,0,0.3001466,0.048789337,0.029842833,0.0017930352,0,0,0,0,0
"MAG005",0.27230233,0.109528236,0.103511654,1.149642,0.49146092,3.8292456,0.80737424,0.59414977,3.0291193,0.09011087,0.039382935,0.25178885,0.43217897,0.3769561,1.0899892,0.39701825,0.7809935,1.0113109,0.097746715,0.09747709,0.07649908,0.30764806,0.08509333,0.05700564
"MAG006",0.07648957,0.14849165,0.09079627,0.00700373,0.024412083,0.014044987,0.023512045,0.19360575,0.04263753,0.056722835,0.4290965,0.2524579,0.049543172,0.14960387,0.061721034,0.13079362,0.47658512,0.31424248,0.06837643,0.48029023,0.25323516,0.08904478,0.25748613,0.14395134
"MAG007",0.026298271,0.00085475354,0.0010442302,0.041232917,0.0021317434,0.0009553981,0.0030589078,0,0,0.018373128,0.0017220747,0.00090904156,0.018107826,0.0013851158,0.0010493614,0.006242679,0,0,0.001978628,0,0,0.0074257283,0,0
"MAG008",0.10048621,0.004142738,0.0024209083,0.1107169,0.0047367797,0.0074803676,0.059350174,0.0039738296,0.0036135737,0.10012061,0.0063302256,0.016576845,0.055923622,0.0019487428,0.0036000386,0.04436051,0.0035998402,0.0044820993,0.087145664,0.0035031172,0.0021411912,0.07639427,0.00320748,0.002195623
"MAG009",0.008151265,0.0014545111,0.0010668779,0.041418362,0.016475324,0.008433058,0.01566872,0.0056713414,0.001411709,0.011849913,0,0,0.012495302,0.008435377,0.0008784093,0.008294419,0.00075262133,0.002694788,0.02192859,0.0029780897,0.0010915556,0.046252355,0.007467213,0.0011718669
"MAG010",0.11037365,0.012665951,0.0058747684,0.0601055,0.021732917,0.006563337,0.015979717,0.0030487196,0.000968856,0.0296473,0.0039324327,0.0024677862,0.017876783,0.0033870346,0.0010937513,0.058009937,0.011921428,0.009615795,0.025288746,0.0041306443,0.0028697997,0.0036389169,0,0
"MAG011",0.013097741,0,0,0.06724702,0.003454486,0.0023948508,0.10377059,0.0009208553,0,0.013199201,0.0014797538,0.0012001591,0.008861848,0,0,0.013717801,0.0014741946,0.0008067888,0.01959166,0,0.00085525383,0.0042835562,0,0
"MAG012",0.01605262,0,0,0.039118662,0.018194238,0.011867138,0.023435803,0.01418669,0.0062696193,0.010841121,0.0016400911,0.0010854477,0.019725723,0.011062903,0.0035235693,0.042951714,0.012636284,0.009509424,0.03224201,0.007695433,0.0062727868,0.022486953,0.0050693206,0.0018971472
"MAG013",0.0059429556,0.0014410447,0.00076337584,0.03482102,0.0046715834,0.0027853241,0.023608988,0.005918213,0.002409605,0.006317571,0.011970994,0.0048846886,0.011386219,0.006814326,0.0021847617,0.009094141,0.0038710246,0.0025174343,0.010054332,0.0046595284,0.0024680954,0.010940917,0.006958277,0.002182398
"MAG014",0.0008200191,0,0.0022396157,0.052879475,0.20935567,0.17168032,0.053815335,0.11198237,0.0880176,0.00446473,0.037891254,0.030341167,0.3042225,0.1900383,0.21155968,0.0014889495,0.0023476786,0.0010724923,0.0013101615,0.016656937,0.02151533,0.0019245307,0.01889755,0.025046272
"MAG015",0.03326471,0,0,0.018191796,0.00149716,0.0008049252,0.041841064,0.01039407,0.003687126,0.008688475,0.0008790423,0.00088876847,0.03525115,0.009025757,0.0033893308,0.008310158,0.001709248,0,0.037093375,0.0016840657,0.0010565921,0.019379418,0.0047324477,0.001194972
"MAG016",0.011953058,0,0.0015566306,0.01264049,0.007081246,0.010289744,0.03052529,0.021434603,0.024067549,0.014000924,0.005971191,0.0115389265,0.015021896,0.016549293,0.019095538,0.015965814,0.008274169,0.015807582,0.01685063,0.008603953,0.015071214,0.004993397,0.0025187535,0.0027787185
"MAG017",0,0,0,0.006886489,0.005852076,0.0041328985,0.030118676,0.03043781,0.012365886,0.0013691615,0.0011555704,0,0.047924776,0.025856664,0.014566463,0,0,0,0.0014330953,0.0024085522,0.0018934144,0.010706331,0.008246223,0.0063726883
"MAG018",0.0076890127,0.0012791767,0,0.02465484,0.004377369,0.002328104,0.07146137,0.0030660164,0.0020999894,0.042679638,0.0026732674,0.0017028721,0.0885545,0.0023156055,0.0020529705,0.05171168,0.005630211,0.0019708804,0.06335272,0.007380916,0.0045184023,0.045477513,0.004708831,0.0031478752
"MAG019",0.08264867,0.003577016,0.00473414,0.009752482,0.0014089325,0,0.2715852,0.0075010275,0.002300233,0.004808571,0,0,0.0020824617,0,0,0.0055018286,0.0014853831,0,0.0025595962,0,0,0.0010865397,0,0
"MAG020",0.007925298,0.0013271326,0.0009565366,0.02913552,0.005427075,0.010471451,0.062316477,0.021491341,0.04983615,0.012342934,0.005604437,0.023098018,0.056290157,0.019183185,0.06969909,0.061142515,0.021780191,0.048587814,0.033805702,0.012437547,0.021781059,0.021770017,0.0069276704,0.014688269
"MAG021",0.027029304,0.002339526,0.0015798359,0.23438261,0.018808026,0.012362868,0.10074479,0.008896605,0.0028476203,0.09809545,0.007384798,0.0042664544,0.046124592,0.0011388308,0.0007174498,0.035619058,0.002164831,0.001732609,0.15783344,0.012204536,0.0066937846,0.14605096,0.0035657024,0.0021915005
"MAG022",0.001374841,0,0,0,0,0,0.058844537,0.0128268115,0.005617395,0.012195407,0.002806607,0.0014130023,0,0,0,0,0,0,0.0011575411,0,0,0,0,0
"MAG023",0.008536739,0.0042020176,0.012461474,0.0211989,0.011542561,0.32039577,0.01409798,0.011117551,0.10117439,0.0015762354,0,0.03923305,0.0043515647,0.0037819513,0.09402425,0.022189036,0.037228376,0.13972442,0.00951177,0.011021341,0.053714063,0.0037209773,0.0033624251,0.0074880226
"MAG024",0.11915959,0.07848451,0.21798344,0.10047883,0.11059249,0.5157219,0.0903846,0.083574876,0.2106209,0.099039376,0.089438476,0.86076134,0.080706105,0.11571774,0.48699903,0.12195486,0.26185855,1.0618918,0.0672349,0.08767099,0.43142346,0.04412541,0.081639335,0.21980418
"MAG025",0.096514374,0,0,0.17806648,0,0.0008962669,0.15334904,0.005007411,0.0059771887,0.070166774,0,0.0016132297,0.006890516,0,0,0.62384194,0.013025543,0.01751185,0.73150575,0.0016887798,0.0018727618,0.0573597,0,0
"MAG026",0.017871225,0,0,0.014333578,0.00088017405,0,0.004442012,0,0,0.099748135,0.007818876,0.0064062607,0,0,0,0.012575616,0.0015493594,0.0009683517,0.0085203955,0,0,0.00456764,0,0
"MAG027",0.010384832,0.0008944053,0.0011455673,0,0,0,0.022862509,0.009649389,0.004898196,0.27914885,0.1592953,0.11477376,0,0,0,0,0,0,0,0,0,0,0,0
"MAG028",0.08811399,0.002460093,0.0029610414,0,0,0,0.0028585135,0,0,0.42396346,0.031149391,0.11330712,0,0,0,0.017369892,0.0035241016,0.002669963,0.058650125,0.0007444451,0,0.007961182,0,0
"MAG029",0.08925375,0.35305372,0.35574442,0.09914326,0.21342814,0.34534454,0.09110889,0.24190322,0.20832738,0.1212069,0.27377406,0.39904374,0.11519351,0.24550302,0.20009618,0.12354948,0.6497264,0.5612317,0.10098895,0.44184443,0.480431,0.124720044,0.2980315,0.45476273
"MAG030",0.017968386,0.012297291,0.00526164,0.032290157,0.09022799,0.06932934,0.012311948,0.033642046,0.01111869,0.03371475,0.11495949,0.07702954,0.0037975872,0.010533157,0.0052046096,0.006427082,0.038965322,0.026390621,0.04409334,0.19104977,0.112180606,0.01806283,0.08205516,0.039696738
"MAG031",0.0069589624,0.4000662,0.24378501,0.0036116142,0.14312582,0.10797355,0.005778842,0.27773383,0.059253436,0.005269923,0.117121354,0.053735737,0.009380295,0.16143058,0.017157005,0.008809307,0.1778095,0.08299156,0.006306834,0.26287335,0.17790334,0.015374432,0.281476,0.08857321
"MAG032",0,0,0,0,0,0,0.02831939,0.018296447,0.011894123,0.0022806497,0.0010082899,0,0.043273248,0.012719044,0.0063385754,0.004022959,0.0021915268,0.0016236283,0.0025807142,0.0009645731,0.00089973374,0.044992227,0.022170305,0.021695327
"MAG033",0.042716753,0.005123876,0.0060437634,0.027559612,0.008264456,0.013741108,0.021258805,0.003003025,0.005169903,0.06991937,0.009043745,0.03865928,0.18968157,0.048666354,0.047153354,0.022668654,0.0039896206,0.0036184825,0.029954705,0.0036619864,0.0027292962,0.08308924,0.004372842,0.0071027214
"MAG034",0,0.0019471069,0.0017492988,0.018468624,0.043926943,0.15335068,0.0029557408,0.0036236385,0.0060866675,0.0010926308,0.0012208436,0.005972551,0.019334381,0.10236773,0.67853826,0,0,0,0,0.0016324904,0.003435329,0.0057734116,0.016611738,0.00965528
"MAG035",0.0020155981,0.0021969154,0.0015159778,0.05573766,0.059175238,0.03650952,0.07709431,0.08493994,0.033081464,0.004340473,0.0067030066,0.0041535874,0.07352743,0.099175625,0.03467997,0,0,0,0.022176823,0.021864563,0.014385488,0.028661184,0.023966528,0.016752921
"MAG036",0.005140812,0.003649162,0.0024932404,0.059484307,0.31435832,0.3051256,0.029151296,0.14749615,0.15474452,0.016145252,0.032769825,0.05057236,0.09675291,0.2744669,0.23445429,0.0015282643,0.0049469504,0.009360443,0.0026681605,0.016600715,0.017364264,0.06580491,0.60017395,0.44744307
"MAG037",0.03203131,0.002276571,0.0023620215,0.041349676,0.057117667,0.03615347,0.025768414,0.016415484,0.005798403,0.029496098,0.035741337,0.06073872,0.024094831,0.7502099,0.12708743,0.029379515,0.15988074,0.05232939,0.01730468,0.11216851,0.043033667,0.02791856,0.96165264,0.13636534
"MAG038",0.008742461,0.1013145,0.21240902,0.00632476,0.03916981,0.028379915,0.0074102525,0.025463918,0.006778579,0.0032635452,0.01672767,0.05320559,0.0045396965,0.2852487,0.09076199,0,0.001329688,0,0.0035559693,0.05300026,0.055174083,0.007854936,0.25243205,0.2190659
"MAG039",0.078997165,0,0.0010436861,0.22624855,0.0011232377,0.0031476375,0.41027182,0.0016947712,0.011155925,0.20175624,0,0.0019418467,0.5580066,0.0011519104,0.004637999,0.20133941,0,0.0024487448,0.20513257,0,0.0012597955,0.4745147,0,0.0014380441
"MAG040",0.02758155,0.0068577514,0.0060961028,0.009997372,0,0,0.0148129035,0.0028881703,0.0022231461,0.036935966,0.0026280105,0.0053327545,0.0019561942,0,0,0.13799918,0.016224153,0.020333221,0.027659195,0.0018747987,0.0020144633,0.010132778,0,0.0029462506
"MAG041",0.011426343,0,0,0.003952581,0,0,0.1869519,0.011989273,0.009575106,0.020913128,0,0.0019517301,0.0016561692,0,0,1.0277017,0.0083784005,0.009730135,0.0018472435,0,0,0.0037635365,0,0
"MAG042",0.13421881,0.0061320034,0.005479374,0,0,0,0.0013511702,0,0,0.22846182,0.020188704,0.012988508,0,0,0,0.26053426,0.018502558,0.014930289,0.048533846,0.0031860706,0.002409532,0.01180433,0,0
"MAG043",0.007748233,0,0,0.0034824025,0,0,0.0156224,0.0015487463,0.0017002975,0.01569282,0,0,0.0018020106,0,0,0.15727392,0.0033177307,0.005533488,0.040131845,0,0,0,0,0
"MAG044",0.23898618,0.0018509955,0.0032559943,0.49285823,0.003176216,0.005373385,0.59948486,0.008262083,0.010608339,0.53819114,0.00430821,0.020896304,0.30670863,0.0074156183,0.012642176,0.3884096,0.016702585,0.03638554,0.30871737,0.0015353571,0.0028068877,0.2879231,0.0008867702,0.001187928
"MAG045",0.004032737,0,0,0.03235343,0.0036926563,0.013021161,0.05825298,0.006544962,0.012503943,0.011930689,0.0041396716,0.005370181,0.049091972,0.008693371,0.014451361,0.29615113,0.048454262,0.06341976,0.022419035,0.0012720792,0.002073896,0.016225072,0,0
"MAG046",0.072074674,0.0077755577,0.0059055197,0.034718696,0.0036681725,0.0029000966,0.0004723028,0,0,0,0,0,0.041326985,0.00447633,0.0031722686,0.41887653,0.062179193,0.03901086,0.003530905,0,0,0.046527974,0.0066460227,0.005948267
"MAG047",0.0022625793,0.00073103426,0.0005598668,0.0014290683,0.0012915065,0,0.01777061,0.0039509046,0.0017987803,0.0022584253,0.0011558663,0,0,0,0,0.089135185,0.032679312,0.030067129,0.009284525,0.002205556,0.001432694,0.002752554,0,0
"MAG048",0.013322699,0.0021840686,0.0013073325,0.0088621415,0.0012917378,0.0008074221,0.015067645,0.0035192112,0.002125262,0.01102987,0.0035470938,0.002995835,0.0030247695,0.0007636399,0,0.06602841,0.017635513,0.015492364,0.022016458,0.006399054,0.004136369,0.0056357617,0.0016104124,0.00074560323
"MAG049",0.020772824,0.014310024,0.0026775068,0.016457576,0.15805213,0.06635851,0.015998833,0.14478448,0.02450041,0.01115473,0.2476981,0.09053738,0.014751306,0.17569399,0.041624505,0.02667595,0.20959935,0.20110695,0.010769454,0.19752944,0.0843099,0.013315646,0.09318576,0.018915007
"MAG050",0.044862244,0.0024918194,0.0029627264,0.04464241,0.0018834,0.0033754252,0.047763716,0.0065882555,0.004681906,0.04005677,0.0013511025,0.005487539,0.029754687,0.004137553,0,0.13320808,0.07453638,0.049869146,0.042775534,0.0016758925,0.0015294956,0.04555973,0,0
"MAG051",0.006145136,0.0025303718,0.0026708744,0.023666931,0.023599803,0.028596157,0.0034273977,0.0029595178,0.0016824428,0.028183576,0.026217801,0.05524608,0.0035483772,0.0017081246,0.0023531953,0.029138302,0.033471312,0.042635407,0.006375762,0.00801391,0.010294848,0.0018919386,0.0018633534,0.0020547216
"MAG052",0.009607989,0.0006314047,0.0009778457,0.0014814909,0,0,0.0037983588,0.0007658057,0,0.015918711,0.0018226276,0.002421682,0,0,0,0.013735287,0.00317284,0.0024472773,0.034464568,0.0045520794,0.004620781,0,0,0
"MAG053",0.014864399,0.0028447271,0.0044952678,0.0702125,0.015410093,0.0061774272,0.04384617,0.014874864,0.0061596553,0.043566268,0.0077753644,0.010830655,0.052624486,0.012600393,0.0060231676,0.08912257,0.026550563,0.009217115,0.074719116,0.007846453,0.009771166,0.048996642,0.006385535,0.004079265
"MAG054",0.008608635,0,0.000977516,0.012431153,0.0017419284,0.0034965877,0.010714959,0.0014235498,0.0036582125,0.014532959,0,0.00761475,0.0026307667,0,0,0.02197683,0.0026568063,0.006074045,0.033018336,0.002809525,0.005435551,0.010657189,0,0
"MAG055",0.089538656,0.0041023744,0.0037502167,1.0045027,0.036438525,0.02056896,1.2942742,0.046610728,0.027218653,0.0736069,0.005788066,0.010666331,0.6021888,0.0196609,0.016632188,0.078225985,0.0039233733,0.0051696245,1.0167984,0.022108164,0.011038647,0.06273489,0.002791211,0.0014965112
"MAG056",0.008572493,0,0,0.023221554,0,0,0.023024654,0,0,0.017411536,0,0,0,0,0,0.1862778,0.0052936603,0.0053690523,0.53908885,0.002640856,0.002537393,0.011949844,0,0
"MAG057",0.03299011,0,0,0.009212967,0.0011588101,0,0.021029824,0.004580425,0.0026335479,0.033755638,0.0012489024,0.001725343,0.0060801385,0.0017714016,0,0.03330384,0.0013259561,0.001512413,0.05641043,0,0.001150774,0.021529587,0.00221502,0.001255555
"MAG058",0.6823579,1.315036,0.9426198,0.44464675,1.652358,0.89574605,0.2620219,0.9279347,0.30333334,0.5043661,1.2111222,0.7042297,1.174991,2.1774068,0.88568294,1.2687802,9.301357,8.4877,0.18205555,0.943703,0.5792176,1.0855767,1.6697134,0.882944
"MAG059",0.048991095,0.033443704,0.04962989,0.0021360626,0.009051718,0.0065235524,0.0028410756,0.009026127,0,0.0663269,0.06374686,0.037127264,0.011545444,0.015531347,0.0084487,0.0024618634,0.021541273,0.026939511,0.10123896,0.13266397,0.12776716,0.02043135,0.030356862,0.02065803
"MAG060",0.21969192,0.41653877,0.43866915,0.11553375,0.9130548,0.6520132,0.07463356,0.26939297,0.29044142,0.13243358,0.48054394,0.48051846,0.007849319,0.021943372,0.016483918,0.13506052,0.59960365,0.45091495,0.1085813,0.30325773,0.27041486,0.16695698,0.38981718,0.43247664
"MAG061",0.1405022,0.00081812043,0.0009914392,0.15128788,0.0046973247,0.0040254653,0.17218389,0.007723101,0.005095902,0.0612112,0,0.0013982446,0.08441251,0.0016871006,0,0.06451155,0.004183853,0.003989106,0.10852489,0.0048181973,0.0070534036,0.09981236,0.0011934872,0.0010386275
"MAG062",0.07599106,0.011904916,0.008743099,0,0,0,0.014267547,0.003704298,0.0012719509,0.025223613,0.006795922,0.007687383,0.027668895,0.006599971,0.0027453026,0.024989413,0.012959539,0.010573173,0.025282165,0.007340317,0.007912993,0.045697432,0.01405181,0.008669632
"MAG063",0.054754995,0.09980063,0.13519038,0.073303476,0.08778161,0.14621167,0.031428408,0.037816294,0.034693357,0.057484347,0.0886458,0.22857329,0.08796254,0.2872019,0.34706685,0.12474713,0.2008103,0.3467044,0.06185925,0.1421537,0.28274345,0.10808289,0.5510912,0.4735322
"MAG064",0,0.0010650362,0.0008690237,0.017656617,0.016170083,0.01168422,0.03222188,0.039321106,0.01625886,0.0022986846,0.0027591742,0.0015946571,0.06163032,0.031287756,0.02033978,0,0.0011474635,0,0.003603507,0.0045413463,0.0036064028,0.07274583,0.051640604,0.04127216
"MAG065",0.009323099,0,0,0.023933463,0.00226733,0.0034367188,0.025243152,0.0031084027,0.0020836073,0.004031759,0,0,0.03925255,0.0063156476,0.0050342763,0.0017307727,0,0,0.00318716,0,0,0.06898718,0.006443746,0.006939439
"MAG066",0.021286445,0.07779573,0.07775615,0.06356037,0.13167343,0.11963505,0.07128915,0.23128693,0.16171987,0.02443109,0.1036078,0.097546354,0.063055985,0.10630212,0.097213864,0.020283645,0.13356328,0.12418547,0.027485095,0.123195395,0.1801389,0.088033475,0.14944308,0.27494004
"MAG067",0.00085141876,0.0011039848,0.016859144,0.0009605763,0.0031289125,0.010885271,0.0009009043,0.0028909782,0.0013583077,0.023768518,0.056674182,0.15187033,0.01544358,0.034258254,0.042879254,0.0023324317,0.014506422,0.04659771,0,0.00062193617,0.0035927717,0.0185741,0.037551723,0.18454061
"MAG068",0.002134581,0.25099102,0.1601775,0,0.08957709,0.047868233,0,0.0035291507,0.00076902,0.0011029263,0.11486057,0.10679852,0,0,0,0,0.002628597,0.0018961997,0,0.0085810525,0.0068703624,0.0009766321,0.101022735,0.03451086
"MAG069",0.27964866,0.19609301,0.19398427,0.11483116,0.27463472,0.20076501,0.22071211,0.15073755,0.076426096,0.112719856,0.12805986,0.13889094,0.356176,0.9067485,0.5153252,0.033866674,0.14117649,0.16674078,0.10954943,0.26286063,0.39443627,0.40426284,0.8621714,0.41762558
"MAG070",0.0321693,0.03414444,0.110261224,0.047868066,0.09192566,0.28085232,0.036747783,0.055268228,0.09673034,0.024175448,0.013322555,0.17051424,0.04339722,0.111945584,0.2613516,0.012402023,0.026599204,0.065775804,0.012627586,0.013741477,0.06793345,0.07436466,0.09857292,0.21786545
"MAG071",0.006779136,0,0,0.034503557,0.016806716,0.01331725,0.019013712,0.009075029,0.0049381414,0.009242425,0.005603456,0.0034183303,0.012729562,0.005698791,0.0040263813,0.015764618,0.013953186,0.0075631407,0.022840258,0.009120956,0.0053037717,0.0074036876,0.0046529095,0.0021775835
"MAG072",0.008349981,0.0010388262,0.00063505676,0.044623986,0.0065530604,0.004634968,0.013927846,0.0049115024,0.0012638515,0.0047031944,0.0022367402,0.0019606391,0.003176323,0.0025826124,0,0.005698899,0.001951118,0.0012949968,0.007868563,0.0032650384,0.0017596805,0.0031930062,0.002071321,0
"MAG073",0.0074703544,0,0,0.06567015,0.003181653,0.005363615,0.027214382,0.0011147106,0.0013627763,0.010650159,0,0,0.018591626,0.0011650587,0.0033824563,0.0037181366,0,0,0.012577855,0,0,0.034523636,0.0008816447,0.0013247607
